col_lkup,height,position,steals,blocks,minutes_played,personal_fouls,assists,free_throw_attempts,free_throws,offensive_rebounds,defensive_rebounds,points,total_rebounds,turnovers,two_point_attempts,two_pointers,three_point_attempts,three_pointers,yrs_played,steals_per_40,blocks_per_40,personal_fouls_per_40,assists_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,defensive_rebounds_per_40,points_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40,three_point_attempts_per_40,three_pointers_per_40,free_throw_percentage,three_point_percentage,two_point_percentage,max_season,nba_value_over_replacement_player,nba_steals,nba_blocks,nba_minutes_played,nba_assists,nba_turnovers,nba_attempted_three_point_field_goals,nba_attempted_free_throws,nba_steals_per_40,nba_blocks_per_40,nba_assists_per_40,nba_turnovers_per_40,nba_attempted_three_point_field_goals_per_40,nba_attempted_free_throws_per_40,nba_three_point_percentage,nba_free_throw_percentage,nba_assist_percentage,nba_block_percentage,nba_steal_percentage,nba_usage_percentage,nba_total_rebound_percentage,nba_true_shooting_percentage,nba_turnover_percentage
Arron Afflalo ucla,77,Guard,64,20,3396,216,202,375,293,64,296,1540,360,205,575,310,560,209,3,0.75,0.24,2.54,2.38,4.42,3.45,0.75,3.49,18.14,4.24,2.41,6.77,3.65,6.6,2.46,0.781397333,0.373335714,0.539071304,2006,2.8,139,82,6749,402,222,652,419,0.82,0.49,2.38,1.32,3.86,2.48,0.40797546,0.801909308,8.983686472,0.920314121,1.066528375,14.5393688,6.651489109,0.574246259,10.2926804
Austin Croshere providence,81,Center,105,76,2858,247,123,458,386,0,0,1523,645,230,693,348,432,147,4,1.47,1.06,3.46,1.72,6.41,5.4,0,0,21.32,9.03,3.22,9.7,4.87,6.05,2.06,0.842917031,0.340337963,0.502287157,1996,1.4,96,123,4251,199,293,423,499,0.9,1.16,1.87,2.76,3.98,4.7,0.342789598,0.849699399,7.956386733,1.995107034,1.180992708,22.06777229,13.20345801,0.526104211,14.46786638
Austin Daye gonzaga,83,Forward,45,124,1506,176,69,210,166,59,327,778,386,129,430,213,147,62,2,1.2,3.29,4.67,1.83,5.58,4.41,1.57,8.69,20.66,10.25,3.43,11.42,5.66,3.9,1.65,0.790166667,0.422142857,0.495262791,2008,0.4,100,108,3640,187,176,427,241,1.1,1.19,2.05,1.93,4.69,2.65,0.360182952,0.783832987,8.358225275,2.430084615,1.51652967,18.83665275,10.95769121,0.511464703,11.78896044
Austin Rivers duke,76,Guard,33,1,1129,76,71,184,121,21,94,527,115,79,243,116,159,58,1,1.17,0.04,2.69,2.52,6.52,4.29,0.74,3.33,18.67,4.07,2.8,8.61,4.11,5.63,2.05,0.658,0.365,0.477,2011,-2.5,167,41,5784,541,277,501,523,1.15,0.28,3.74,1.92,3.46,3.62,0.32853008,0.633795874,14.39508869,0.577195712,1.487584889,18.78979927,5.128030775,0.479377261,11.70808904
Avery Bradley texas,74,Guard,44,18,1003,80,71,66,36,33,65,396,98,52,256,117,112,42,1,1.75,0.72,3.19,2.83,2.63,1.44,1.32,2.59,15.79,3.91,2.07,10.21,4.67,4.47,1.67,0.545,0.375,0.457,2009,-0.8,179,42,4820,288,259,385,251,1.49,0.35,2.39,2.15,3.2,2.08,0.366233766,0.776892431,10.03603734,0.688817427,1.922323651,20.48327801,5.662551867,0.503142116,12.34176349
Baron Davis ucla,75,Guard,145,22,1684,94,299,268,169,0,0,802,226,89,391,228,180,59,2,3.44,0.52,2.23,7.1,6.37,4.01,0,0,19.05,5.37,2.11,9.29,5.42,4.28,1.4,0.630891791,0.327833333,0.583181586,1998,11.4,530,124,9922,1925,752,1146,959,2.14,0.5,7.76,3.03,4.62,3.87,0.330715533,0.640250261,33.73973997,0.882231405,2.870842572,21.63951824,6.37645636,0.501042733,16.26367668
Ben Gordon connecticut,75,Guard,125,19,3291,243,437,464,369,83,332,1795,415,302,761,344,581,246,3,1.52,0.23,2.95,5.31,5.64,4.48,1.01,4.04,21.82,5.04,3.67,9.25,4.18,7.06,2.99,0.795017241,0.423234079,0.452193167,2003,7.7,247,40,9479,913,765,1434,1271,1.04,0.17,3.85,3.23,6.05,5.36,0.416317992,0.857592447,17.79085347,0.351988606,1.346977529,27.94921405,5.448169638,0.548165418,12.81678447
Ben McLemore kansas,77,Guard,37,25,1191,69,73,138,120,47,145,589,192,77,226,125,174,73,1,1.24,0.84,2.32,2.45,4.63,4.03,1.58,4.87,19.78,6.45,2.59,7.59,4.2,5.84,2.45,0.87,0.42,0.553,2012,-2.6,203,53,7476,352,395,1043,499,1.09,0.28,1.88,2.11,5.58,2.67,0.351869607,0.779559118,7.306942215,0.613523274,1.345144462,17.645626,5.677808989,0.526144462,13.17086677
Bill Curley boston-college,81,Forward,121,88,4116,407,158,792,618,0,0,2102,996,308,1309,742,5,0,4,1.18,0.86,3.96,1.54,7.7,6.01,0,0,20.43,9.68,2.99,12.72,7.21,0.05,0,0.780328283,0,0.566977082,1993,-1.3,54,35,1422,57,59,7,86,1.52,0.98,1.6,1.66,0.2,2.42,0.142857143,0.733953488,5.922247539,1.810911392,1.946804501,12.49686076,10.10268636,0.480117131,14.23526582
Billy Owens syracuse,80,Forward,216,97,3618,295,381,554,378,0,0,1840,910,268,1245,656,154,50,3,2.39,1.07,3.26,4.21,6.12,4.18,0,0,20.34,10.06,2.96,13.76,7.25,1.7,0.55,0.682444043,0.324922078,0.526852209,1990,5.3,288,183,8745,904,703,57,1134,1.32,0.84,4.13,3.22,0.26,5.19,0.122807018,0.62962963,15.08692967,1.292372784,1.622435678,20.82869068,12.98443682,0.536513208,16.05202973
Bimbo Coles virginia-tech,73,Guard,216,28,3813,336,547,793,593,0,0,2484,446,345,1569,722,460,149,4,2.27,0.29,3.52,5.74,8.32,6.22,0,0,26.06,4.68,3.62,16.46,7.57,4.83,1.56,0.747851198,0.323630435,0.460201402,1989,2.7,293,48,7289,1234,480,322,708,1.61,0.26,6.77,2.63,1.77,3.89,0.242236025,0.799435028,25.32974345,0.411647688,1.987666347,17.68870901,5.156002195,0.518421045,15.69595281
Bison Dele arizona,81,Center,65,116,2384,272,57,333,230,0,0,1192,627,189,494,481,1,0,3,1.09,1.95,4.56,0.96,5.59,3.86,0,0,20,10.52,3.17,8.29,8.07,0.02,0,0.690381381,0,0.579157895,1990,1.2,142,200,3913,141,329,4,535,1.45,2.04,1.44,3.36,0.04,5.47,0,0.661682243,5.731714797,3.288448761,1.818502428,19.41525684,15.58727319,0.584165346,18.71937133
Blake Griffin oklahoma,82,Forward,72,69,2102,171,141,521,307,243,562,1278,805,192,773,481,10,3,2,1.37,1.31,3.25,2.68,9.91,5.84,4.62,10.69,24.32,15.32,3.65,14.71,9.15,0.19,0.06,0.589621881,0.3,0.62234282,2008,15.7,306,194,10965,1130,782,112,2263,1.12,0.71,4.12,2.85,0.41,8.26,0.232142857,0.642068051,18.65676243,1.427688098,1.437227542,27.14099407,16.60159599,0.56507223,11.83833105
Bo Outlaw houston,80,Forward,132,211,2034,175,180,321,152,0,0,856,555,145,526,352,0,0,2,2.6,4.15,3.44,3.54,6.31,2.99,0,0,16.83,10.91,2.85,10.34,6.92,0,0,0.473700935,,0.669269962,1992,5,264,421,5706,327,261,18,683,1.85,2.95,2.29,1.83,0.13,4.79,0,0.486090776,8.683508587,5.493182615,2.399228882,12.6894497,11.94933403,0.570443393,15.75853488
Bob Sura florida-state,77,Guard,209,36,3998,297,435,696,454,0,0,2130,714,405,986,516,640,215,4,2.09,0.36,2.97,4.35,6.96,4.54,0,0,21.31,7.14,4.05,9.86,5.16,6.4,2.15,0.652346264,0.336040625,0.523485801,1994,2.9,236,75,5202,946,456,347,694,1.81,0.58,7.27,3.51,2.67,5.34,0.311239193,0.625360231,31.56201461,1.239561707,2.559919262,20.35026913,7.912168397,0.488492118,21.19198385
Bobby Brown cal-state-fullerton,74,Guard,152,14,3967,255,516,342,270,57,230,1961,287,361,802,385,814,307,4,1.53,0.14,2.57,5.2,3.45,2.72,0.57,2.32,19.77,2.89,3.64,8.09,3.88,8.21,3.1,0.789175439,0.377041769,0.479945137,2006,-1.3,41,4,1688,230,123,303,62,0.97,0.09,5.45,2.91,7.18,1.47,0.316988979,0.818361344,22.3257731,0.168352488,1.219752962,22.98240877,3.541296801,0.463763205,14.23762678
Bobby Hurley duke,73,Guard,202,6,4802,320,1076,568,441,0,0,1731,306,534,600,249,652,264,4,1.68,0.05,2.67,8.96,4.73,3.67,0,0,14.42,2.55,4.45,5,2.07,5.43,2.2,0.776109155,0.404809816,0.414915,1992,-2.5,97,7,3295,703,299,213,244,1.18,0.08,8.53,3.63,2.59,2.96,0.276995305,0.766393443,31.23884674,0.156145675,1.557481032,15.90488619,3.790197269,0.438876176,25.13996965
Bobby Jackson minnesota,73,Guard,108,15,1784,169,207,248,195,0,0,866,332,137,524,247,192,59,2,2.42,0.34,3.79,4.64,5.56,4.37,0,0,19.42,7.44,3.07,11.75,5.54,4.3,1.32,0.786379032,0.307630208,0.471335878,1996,1.6,279,28,5665,817,420,258,448,1.97,0.2,5.77,2.97,1.82,3.16,0.321705426,0.783482143,24.37505737,0.355939982,2.598234775,20.79198588,8.361835834,0.472125508,15.84896734
Bobby Phills southern,77,Guard,218,27,3004,65,204,383,272,0,0,1922,447,182,805,402,788,282,4,2.9,0.36,0.87,2.72,5.1,3.62,0,0,25.59,5.95,2.42,10.72,5.35,10.49,3.75,0.70986423,0.357587563,0.499648447,1990,0.8,195,40,4235,327,202,74,428,1.84,0.38,3.09,1.91,0.7,4.04,0.297297297,0.742990654,13.14252656,0.696363636,2.519763872,20.10330579,7.123848878,0.490692562,10.8098229
Bobby Portis arkansas,83,Forward,74,104,1994,137,92,274,202,219,332,1047,551,97,719,388,63,23,2,1.48,2.09,2.75,1.85,5.5,4.05,4.39,6.66,21,11.05,1.95,14.42,7.78,1.26,0.46,0.737,0.365380952,0.539425591,2014,0.7,126,76,5044,282,268,562,378,1,0.6,2.24,2.13,4.46,3,0.36089153,0.752094349,9.316072958,1.264393339,1.221035884,23.11665107,16.30692823,0.525404324,9.91862728
Bobby Simmons depaul,79,Forward,124,17,2939,271,207,429,336,76,172,1263,700,236,575,282,366,121,3,1.69,0.23,3.69,2.82,5.84,4.57,1.03,2.34,17.19,9.53,3.21,7.83,3.84,4.98,1.65,0.783006993,0.33084153,0.490546087,2000,2.1,180,41,4896,338,230,146,507,1.47,0.33,2.76,1.88,1.19,4.14,0.383561644,0.840236686,11.96877042,0.605004085,1.96068219,19.18080065,10.06650327,0.518517157,11.25573938
Bonzi Wells ball-state,77,Forward,347,92,3553,249,386,759,517,0,0,2485,843,310,1465,771,437,142,4,3.91,1.04,2.8,4.35,8.54,5.82,0,0,27.98,9.49,3.49,16.49,8.68,4.92,1.6,0.681268775,0.324707094,0.526440956,1997,5.3,277,58,5540,512,463,278,677,2,0.42,3.7,3.34,2.01,4.89,0.374100719,0.694239291,16.58225632,0.772202166,2.682888087,25.14568592,10.68884477,0.550410469,15.38274368
Brad Miller purdue,83,Center,145,163,3178,351,257,720,543,0,0,1530,862,276,829,483,27,7,4,1.83,2.05,4.42,3.23,9.06,6.83,0,0,19.26,10.85,3.47,10.43,6.08,0.34,0.09,0.753958333,0.259444444,0.582531966,1997,3.6,141,132,5127,326,268,16,906,1.1,1.03,2.54,2.09,0.12,7.07,0.3153125,0.773064415,11.25702653,1.860135557,1.43153072,19.84987361,16.35641077,0.562910199,12.10872713
Bradley Beal florida,75,Guard,51,31,1267,76,83,173,133,50,199,546,249,79,207,112,186,63,1,1.61,0.98,2.4,2.62,5.46,4.2,1.58,6.28,17.24,7.86,2.49,6.54,3.54,5.87,1.99,0.769,0.339,0.541,2011,4.1,251,76,8090,736,453,1109,690,1.24,0.38,3.64,2.24,5.48,3.41,0.396753832,0.78115942,15.15899876,0.75592089,1.546860321,23.58935723,6.391211372,0.520816811,10.65899876
Brandan Wright north-carolina,81,Forward,36,65,1013,55,37,157,89,77,152,545,229,59,353,228,0,0,1,1.42,2.57,2.17,1.46,6.2,3.51,3.04,6,21.52,9.04,2.33,13.94,9,0,0,0.567,,0.646,2006,1.7,61,139,2234,55,71,5,238,1.09,2.49,0.98,1.27,0.09,4.26,0,0.682413495,3.978241271,4.707784244,1.418918979,17.48393286,12.89224933,0.588589579,7.987952104
Brandon Bass louisiana-state,80,Forward,45,104,2020,132,42,345,269,153,333,890,486,109,514,285,45,17,2,0.89,2.06,2.61,0.83,6.83,5.33,3.03,6.59,17.62,9.62,2.16,10.18,5.64,0.89,0.34,0.779730435,0.377977778,0.554642023,2004,0.5,54,113,3561,107,189,11,442,0.61,1.27,1.2,2.12,0.12,4.96,0,0.832579185,4.830637461,2.388682954,0.824599832,19.45402977,13.39575962,0.550349902,12.61864645
Brandon Ingram duke,81,Guard,41,49,1246,74,72,170,116,67,177,624,244,72,289,134,195,80,1,1.32,1.57,2.38,2.31,5.46,3.72,2.15,5.68,20.03,7.83,2.31,9.28,4.3,6.26,2.57,0.682,0.41,0.464,2015,1.2,184,148,8118,809,583,770,1153,0.91,0.73,3.99,2.87,3.79,5.68,0.35974026,0.722463139,15.05274698,1.495158906,1.06511456,22.42998275,8.380672579,0.535931757,13.36012565
Brandon Knight kentucky,75,Guard,25,8,1363,83,159,171,136,25,128,657,153,120,282,130,231,87,1,0.73,0.23,2.44,4.67,5.02,3.99,0.73,3.76,19.28,4.49,3.52,8.28,3.82,6.78,2.55,0.795,0.377,0.461,2010,1.9,266,45,8929,1236,753,1262,908,1.19,0.2,5.54,3.37,5.65,4.07,0.365446497,0.795727019,23.9978777,0.438438235,1.541413372,24.32394445,6.193794938,0.521226812,15.8663109
Brandon Roy washington,78,Guard,103,49,2837,221,308,468,358,185,332,1477,517,217,887,480,154,53,4,1.45,0.69,3.12,4.34,6.6,5.05,2.61,4.68,20.82,7.29,3.06,12.51,6.77,2.17,0.75,0.764641026,0.344077922,0.541047351,2005,15.7,295,64,10129,1365,533,802,1559,1.16,0.25,5.39,2.1,3.17,6.16,0.354114713,0.796664529,24.7273176,0.481202488,1.593118768,25.66840754,7.551535196,0.555255504,9.759117386
Brandon Rush kansas,78,Guard,76,89,3408,159,222,273,200,163,439,1477,602,230,722,331,471,205,3,0.89,1.04,1.87,2.61,3.2,2.35,1.91,5.15,17.34,7.07,2.7,8.47,3.88,5.53,2.41,0.732677656,0.435360934,0.458132964,2007,2.2,170,195,7765,328,305,953,343,0.88,1,1.69,1.57,4.91,1.77,0.41343127,0.720116618,6.479175789,1.871551835,1.099368963,15.55265937,7.480566645,0.545557373,11.20849968
Brendan Haywood north-carolina,85,Center,47,304,3863,301,118,557,329,105,137,1411,839,200,849,541,0,0,4,0.49,3.15,3.12,1.22,5.77,3.41,1.09,1.42,14.61,8.69,2.07,8.79,5.6,0,0,0.590572711,,0.637359246,2000,1.7,137,424,6545,158,291,1,900,0.84,2.59,0.97,1.78,0.01,5.5,0,0.608888889,3.960015279,4.774927426,1.087822765,14.18485867,13.81897632,0.561457296,14.04615737
Brent Barry oregon-state,78,Forward,199,67,3123,267,351,378,300,0,0,1304,396,309,534,307,377,130,4,2.55,0.86,3.42,4.5,4.84,3.84,0,0,16.7,5.07,3.96,6.84,3.93,4.83,1.67,0.793899471,0.344745358,0.574668539,1994,4.1,252,75,5773,653,372,870,465,1.75,0.52,4.52,2.58,6.03,3.22,0.368822718,0.820365944,18.83097177,0.952416421,2.292620821,18.87995843,6.032981119,0.559413823,15.32018015
Brent Price oklahoma,73,Guard,270,18,3856,350,583,517,423,0,0,1916,360,327,634,318,692,284,4,2.8,0.19,3.63,6.05,5.36,4.39,0,0,19.88,3.73,3.39,6.58,3.3,7.18,2.95,0.817893617,0.410362717,0.501548896,1991,2.1,206,9,4326,848,389,552,367,1.9,0.08,7.84,3.6,5.1,3.39,0.387681159,0.844686649,28.58851133,0.110841424,2.432801664,18.17598243,6.053629219,0.574394591,21.49514563
Brevin Knight stanford,70,Guard,298,13,3703,323,780,741,591,0,0,1714,438,404,962,422,277,93,4,3.22,0.14,3.49,8.43,8,6.38,0,0,18.51,4.73,4.36,10.39,4.56,2.99,1,0.797395412,0.335768953,0.438681913,1996,5.8,474,50,6880,1727,547,32,642,2.76,0.29,10.04,3.18,0.19,3.73,0.091875,0.77876324,41.8670686,0.582158721,3.634813372,17.66080145,6.40525814,0.478916137,20.51985
Brian Cardinal purdue,80,Forward,259,44,3693,409,277,610,464,0,0,1584,749,253,718,365,356,130,4,2.81,0.48,4.43,3,6.61,5.03,0,0,17.16,8.11,2.74,7.78,3.95,3.86,1.41,0.760677049,0.365367978,0.508562674,1999,2.1,74,22,1818,109,94,137,293,1.63,0.48,2.4,2.07,3.01,6.45,0.423357664,0.863481228,10.14158416,0.885148515,2.199779978,18.64284928,10.83250825,0.608084708,12.7679868
Brian Cook illinois,81,Forward,92,136,3389,394,171,484,384,180,492,1748,815,266,969,541,277,94,4,1.09,1.61,4.65,2.02,5.71,4.53,2.12,5.81,20.63,9.62,3.14,11.44,6.39,3.27,1.11,0.793520661,0.339180505,0.558613003,2002,1.4,101,101,4082,194,158,403,213,0.99,0.99,1.9,1.55,3.95,2.09,0.397022333,0.784037559,8.133659971,1.872121509,1.311709946,19.20786379,11.42011269,0.541965703,9.100122489
Brian Grant xavier,81,Center,98,127,3499,327,136,601,406,0,0,1719,1080,270,1101,655,3,1,4,1.12,1.45,3.74,1.55,6.87,4.64,0,0,19.65,12.35,3.09,12.59,7.49,0.03,0.01,0.675420965,0.333,0.594927339,1993,2.7,152,289,7215,340,502,22,1039,0.84,1.6,1.88,2.78,0.12,5.76,0.227272728,0.706448508,8.094954955,2.982564103,1.110630631,20.81984754,14.82666667,0.551702287,14.83110187
Brian Oliver georgia-tech,76,Guard,140,9,4425,332,538,516,383,0,0,1848,613,323,1044,575,273,105,4,1.27,0.08,3,4.86,4.66,3.46,0,0,16.71,5.54,2.92,9.44,5.2,2.47,0.95,0.742343023,0.384739927,0.550819923,1989,-1.1,45,6,1182,114,78,22,105,1.52,0.2,3.86,2.64,0.74,3.55,0.227272727,0.704761905,14.17766497,0.297461929,1.892639594,19.44661591,5.898054146,0.436928934,14.78274112
Brian Roberts dayton,74,Guard,63,13,3902,206,348,430,365,43,327,1962,370,280,777,359,665,293,4,0.65,0.13,2.11,3.57,4.41,3.74,0.44,3.35,20.11,3.79,2.87,7.97,3.68,6.82,3,0.848897674,0.440815038,0.462249678,2007,0.7,123,18,4791,669,246,566,331,1.03,0.15,5.59,2.05,4.73,2.76,0.353024735,0.914103699,22.9468253,0.336489251,1.335650177,20.0351722,4.568538927,0.516262304,11.66488207
Brian Scalabrine southern-california,81,Center,89,81,3037,248,249,440,339,70,132,1441,560,312,896,482,134,46,3,1.17,1.07,3.27,3.28,5.8,4.46,0.92,1.74,18.98,7.38,4.11,11.8,6.35,1.76,0.61,0.770195455,0.343179104,0.537803571,2000,-0.3,80,52,3109,220,178,158,190,1.03,0.67,2.83,2.29,2.03,2.44,0.310126582,0.8,11.53747186,1.335252493,1.387455774,15.60585397,11.52126086,0.471006755,17.00759087
Brook Lopez stanford,85,Forward,27,101,1485,137,57,259,198,122,255,849,377,112,654,321,21,3,2,0.73,2.72,3.69,1.54,6.98,5.33,3.29,6.87,22.87,10.15,3.02,17.62,8.65,0.57,0.08,0.764656371,0.142857143,0.490513761,2007,5.4,147,414,8553,408,533,5,1247,0.69,1.94,1.91,2.49,0.02,5.83,0,0.796311147,9.12372267,3.753571846,0.927440664,24.02951011,12.89810593,0.561638139,12.19525313
Brooks Thompson oklahoma-state,76,Guard,268,10,3743,303,573,368,277,0,0,1675,414,292,604,294,675,270,4,2.86,0.11,3.24,6.12,3.93,2.96,0,0,17.9,4.42,3.12,6.45,3.14,7.21,2.89,0.75263587,0.400117037,0.486996689,1993,0.2,87,5,1714,281,154,396,85,2.03,0.12,6.56,3.59,9.24,1.98,0.373299062,0.646619608,27.20864177,0.189141774,2.634748541,22.65963186,5.270086348,0.528535239,17.98434597
Bruce Bowen cal-state-fullerton,79,Forward,133,71,2903,172,196,495,344,0,0,1155,559,136,735,341,152,43,4,1.83,0.98,2.37,2.7,6.82,4.74,0,0,15.91,7.7,1.87,10.13,4.7,2.09,0.59,0.695018182,0.282960526,0.463844898,1992,0.2,131,54,2678,143,84,143,189,1.96,0.81,2.14,1.25,2.14,2.82,0.382192807,0.59077061,7.929723674,1.512012696,2.511822255,12.40924197,6.972401046,0.449449365,11.04394324
Bryant Reeves oklahoma-state,85,Center,66,194,4165,430,142,953,618,0,0,2367,1152,325,1487,873,8,1,4,0.63,1.86,4.13,1.36,9.15,5.94,0,0,22.73,11.06,3.12,14.28,8.38,0.08,0.01,0.64832319,0.125,0.587095494,1994,-2.7,124,210,8466,461,535,19,1038,0.59,0.99,2.18,2.53,0.09,4.9,0.052631579,0.698458574,10.03707772,1.815709898,0.780037798,21.98881408,13.08219939,0.522669738,13.10015356
Bryant Stith virginia,77,Guard,177,46,4391,308,216,875,690,0,0,2516,859,280,1451,742,323,114,4,1.61,0.42,2.81,1.97,7.97,6.29,0,0,22.92,7.83,2.55,13.22,6.76,2.94,1.04,0.788508571,0.352767802,0.511241213,1991,3.6,345,55,8857,642,442,229,1173,1.56,0.25,2.9,2,1.03,5.3,0.27510917,0.832907076,11.20147906,0.442824884,1.989657898,17.87428023,7.348594332,0.535751157,12.17033984
Bryce Drew valparaiso,74,Guard,186,10,4013,204,626,463,386,0,0,2142,380,236,712,332,837,364,4,1.85,0.1,2.03,6.24,4.62,3.85,0,0,21.35,3.79,2.35,7.1,3.31,8.34,3.63,0.833682505,0.434900836,0.466206461,1997,-1.1,117,10,3813,500,198,390,109,1.23,0.1,5.25,2.08,4.09,1.14,0.374358974,0.825688073,21.29370574,0.212352478,1.607553108,15.4595594,4.148544453,0.478,15.36711251
Bryn Forbes michigan-state,75,Guard,87,8,4010,219,182,351,288,67,272,1742,339,164,513,241,745,324,4,0.87,0.08,2.18,1.82,3.5,2.87,0.67,2.71,17.38,3.38,1.64,5.12,2.4,7.43,3.23,0.820558405,0.435111409,0.469906433,2015,-0.4,107,6,5674,386,185,1075,246,0.75,0.04,2.72,1.3,7.58,1.73,0.4,0.800813008,9.600528728,0.067148396,0.933080719,17.54407825,4.800634473,0.559010046,8.123986606
Bryon Russell long-beach-state,79,Forward,125,48,2334,278,137,363,248,0,0,1003,567,184,615,331,90,31,3,2.14,0.82,4.76,2.35,6.22,4.25,0,0,17.19,9.72,3.15,10.54,5.67,1.54,0.53,0.683209366,0.344533333,0.53822439,1992,3.1,274,65,5083,240,227,370,505,2.16,0.51,1.89,1.79,2.91,3.97,0.37027027,0.679207921,6.951780445,1.01713555,2.822053905,15.51935865,8.939897698,0.555182963,13.05239032
Buddy Hield oklahoma,76,Guard,168,38,4182,259,254,450,376,209,452,2291,661,285,854,434,894,349,4,1.61,0.36,2.48,2.43,4.3,3.6,2,4.32,21.91,6.32,2.73,8.17,4.15,8.55,3.34,0.835506667,0.390506711,0.508351288,2015,5.9,247,81,8743,694,539,2126,486,1.13,0.37,3.18,2.47,9.73,2.22,0.410899036,0.868037423,12.67529452,0.82905593,1.3633755,24.64267414,8.195827977,0.564762214,10.83277227
Byron Houston oklahoma-state,77,Forward,159,223,4113,432,209,957,698,0,0,2379,1190,379,1412,803,89,25,4,1.55,2.17,4.2,2.03,9.31,6.79,0,0,23.14,11.57,3.69,13.73,7.81,0.87,0.24,0.729167189,0.28047191,0.568716714,1991,-1.3,103,86,2674,114,173,39,312,1.54,1.29,1.71,2.59,0.58,4.67,0.256410257,0.676282052,5.665071055,2.053851907,1.881824981,15.27187734,13.5355273,0.51271653,17.92565445
CJ McCollum lehigh,75,Guard,228,51,3657,195,304,739,610,167,529,2361,696,267,1170,550,576,217,4,2.49,0.56,2.13,3.33,8.08,6.67,1.83,5.79,25.82,7.61,2.92,12.8,6.02,6.3,2.37,0.825217862,0.376746528,0.469996581,2012,5.3,226,75,7025,717,451,1130,627,1.29,0.43,4.08,2.57,6.43,3.57,0.413274336,0.843700159,17.72798577,0.818476868,1.610348754,25.92496797,5.305708185,0.557374804,10.99091815
Calbert Cheaney indiana,79,Guard,117,45,4129,335,227,543,429,0,0,2613,710,277,1482,870,338,148,4,1.13,0.44,3.25,2.2,5.26,4.16,0,0,25.31,6.88,2.68,14.36,8.43,3.27,1.43,0.789891344,0.437949704,0.586950067,1992,0.2,287,67,8990,571,482,490,725,1.28,0.3,2.54,2.14,2.18,3.23,0.312244898,0.748965517,10.21648498,0.564315907,1.642847608,20.87413793,6.615406007,0.525262848,11.22807564
Calvin Booth penn-state,83,Center,73,428,3174,189,108,406,287,0,0,1288,728,169,975,499,11,1,4,0.92,5.39,2.38,1.36,5.12,3.62,0,0,16.23,9.17,2.13,12.29,6.29,0.14,0.01,0.706672414,0.090818182,0.51150359,1998,0.4,49,171,1930,77,97,2,163,1.02,3.54,1.6,2.01,0.04,3.38,0,0.743083101,6.316028497,6.502065285,1.334591192,15.76887513,13.29725078,0.495500922,14.51325285
Cameron Payne murray-state,74,Guard,125,37,2238,168,394,324,253,31,221,1279,252,197,573,279,434,156,2,2.23,0.66,3,7.04,5.79,4.52,0.55,3.95,22.86,4.5,3.52,10.24,4.99,7.76,2.79,0.780780864,0.359497696,0.487235602,2014,-0.2,104,28,2454,382,154,372,89,1.7,0.46,6.23,2.51,6.06,1.45,0.329377692,0.800526685,23.13864629,0.987440913,2.096364303,19.39137979,6.086202934,0.484329381,14.02933904
Caris LeVert michigan,79,Guard,97,22,2721,151,275,265,204,39,325,1070,364,136,509,232,334,134,4,1.43,0.32,2.22,4.04,3.9,3,0.57,4.78,15.73,5.35,2,7.48,3.41,4.91,1.97,0.770045283,0.401038922,0.455909627,2015,2,226,54,5494,764,399,803,600,1.65,0.39,5.56,2.9,5.85,4.37,0.338729764,0.708333333,22.4467601,0.756661813,1.967855843,23.15638879,7.554441209,0.52622115,13.38596651
Carl Herrera houston,81,Forward,49,65,1023,92,54,214,172,0,0,551,302,66,325,185,8,3,1,1.92,2.54,3.6,2.11,8.37,6.73,0,0,21.54,11.81,2.58,12.71,7.23,0.31,0.12,0.804,0.375,0.569,1989,-0.7,135,124,4989,169,269,5,434,1.08,0.99,1.35,2.16,0.04,3.48,0,0.67281106,4.942413309,1.598155943,1.364702345,15.06416115,12.64658248,0.54495931,15.80288635
Carl Landry purdue,81,Forward,65,52,1915,192,78,503,359,194,259,1175,453,184,626,393,43,10,3,1.36,1.09,4.01,1.63,10.51,7.5,4.05,5.41,24.54,9.46,3.84,13.08,8.21,0.9,0.21,0.713968191,0.232627907,0.627805112,2006,3.4,138,133,6655,189,339,11,1017,0.83,0.8,1.14,2.04,0.07,6.11,0.13,0.770310768,4.828841022,1.469493013,1.069935537,20.50400045,11.79670639,0.597603109,11.1262293
Carlos Arroyo florida-international,74,Guard,177,11,3357,95,459,431,303,24,76,1601,301,107,752,388,512,174,4,2.11,0.13,1.13,5.47,5.14,3.61,0.29,0.91,19.08,3.59,1.27,8.96,4.62,6.1,2.07,0.702793503,0.339730469,0.516179521,2000,1.2,130,11,4114,758,316,156,414,1.26,0.11,7.37,3.07,1.52,4.03,0.308814103,0.802099095,33.36775109,0.209664074,1.726619349,21.57553573,5.231614973,0.494072504,16.48327905
Carlos Boozer duke,81,Center,96,72,2620,288,115,537,398,179,332,1506,724,157,877,554,1,0,3,1.47,1.1,4.4,1.76,8.2,6.08,2.73,5.07,22.99,11.05,2.4,13.39,8.46,0.02,0,0.741020484,0,0.631827822,2001,6.3,204,137,7438,486,443,8,882,1.1,0.74,2.61,2.38,0.04,4.74,0.125,0.740362812,12.41974993,1.335775746,1.466133369,20.83444474,17.09081742,0.570567626,12.82816617
