,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,box_plus_minus,minutes_played,value_over_replacement_player,name,year,age,yrs_played,college,lkup,col_lkup
161,6,1.2,22.6,0.292,5.3,1.4,0.472,14.2,0.568,9.7,13.7,0.7,2292,1.5,Al-Farouq Aminu,2019,28,9,Wake Forest,Al-Farouq Aminu Wake Forest,Al-Farouq Aminu wake-forest
162,5.8,2.5,23.4,0.379,10.4,0.7,0,17,0.499,14,22.1,-4.6,290,-0.2,Alaa Abdelnaby,1991,22,1,Duke,Alaa Abdelnaby Duke,Alaa Abdelnaby duke
163,4.7,1.1,20.9,0.28,9.5,1.3,0,15.2,0.533,14,20.6,-2.6,934,-0.1,Alaa Abdelnaby,1992,23,2,Duke,Alaa Abdelnaby Duke,Alaa Abdelnaby duke
164,3.076,1.248,18.124,0.24552,10.976,0.932,0.00216,14.632,0.55112,15.604,20.5,-3.94,1311,-1.4,Alaa Abdelnaby,1993,24,3,Duke,Alaa Abdelnaby Duke,Alaa Abdelnaby duke
165,2.7,1.2,24.2,0.455,8.5,0.6,0,16.3,0.485,20.5,22.6,-7.4,159,-0.2,Alaa Abdelnaby,1994,25,4,Duke,Alaa Abdelnaby Duke,Alaa Abdelnaby duke
166,4.982,1.786,17.438,0.14946,8.686,1.504,0.00846,13.15,0.51306,15.508,25.586,-4.408,506,-0.6,Alaa Abdelnaby,1995,26,5,Duke,Alaa Abdelnaby Duke,Alaa Abdelnaby duke
167,9.3,0.6,10.3,0.227,4.4,1,0.32,7.2,0.52,13.9,18.2,-3.3,564,-0.2,Alan Anderson,2006,23,1,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
168,13.8,0,10,0.284,4.9,1.4,0.247,7.4,0.538,19.4,20.1,-4.5,256,-0.2,Alan Anderson,2007,24,2,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
169,9.5,0.5,6.5,0.239,2.1,0.6,0.43,4.3,0.519,13.7,18.6,-3,461,-0.1,Alan Anderson,2012,29,3,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
170,11.7,0.4,9.2,0.239,2.7,1.7,0.463,5.9,0.509,10.5,23.6,-1.8,1495,0.1,Alan Anderson,2013,30,4,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
171,7.3,0.5,9.1,0.243,2.7,1.4,0.511,5.9,0.525,10.4,15.9,-2.8,1773,-0.4,Alan Anderson,2014,31,5,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
172,7.2,0.2,11.1,0.23,2,1.7,0.477,6.6,0.563,11,14.2,-1.5,1744,0.2,Alan Anderson,2015,32,6,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
173,10.3,0.4,15.5,0.254,0.6,1,0.627,7.9,0.495,3,15.4,-2.3,192,0,Alan Anderson,2016,33,7,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
174,4.9,0,7.4,0.2,1.1,0.5,0.55,4.4,0.494,7.4,13.7,-6.1,308,-0.3,Alan Anderson,2017,34,8,Michigan State ,Alan Anderson Michigan State ,Alan Anderson michigan-state
175,5.8,2.4,16.7,0.461,13.2,1.7,0.007,14.9,0.482,14.3,19.3,-4,1416,-0.7,Alan Henderson,1996,23,1,Indiana,Alan Henderson Indiana,Alan Henderson indiana
176,8.3,0.9,16.1,0.463,11.4,2.3,0,13.8,0.51,12.9,21.1,-2.4,501,0,Alan Henderson,1997,24,2,Indiana,Alan Henderson Indiana,Alan Henderson indiana
177,6.7,1.3,13.8,0.515,12.2,1.1,0.008,13,0.534,10.6,23.9,-0.5,2000,0.8,Alan Henderson,1998,25,3,Indiana,Alan Henderson Indiana,Alan Henderson indiana
178,5.2,1.2,15.3,0.352,10.3,1.6,0.002,12.8,0.485,10.6,22.5,0.6,1142,0.8,Alan Henderson,1999,26,4,Indiana,Alan Henderson Indiana,Alan Henderson indiana
179,4.6,1.3,12.1,0.359,10.5,1.5,0.011,11.3,0.503,11.4,19.4,-1.6,2775,0.3,Alan Henderson,2000,27,5,Indiana,Alan Henderson Indiana,Alan Henderson indiana
180,4.9,1.1,14,0.404,11,1.5,0.001,12.5,0.487,13.8,22.6,-3,1810,-0.5,Alan Henderson,2001,28,6,Indiana,Alan Henderson Indiana,Alan Henderson indiana
181,4.4,2.6,17.9,0.388,8.4,1.4,0.009,13.1,0.527,13.4,16.8,-1.9,422,0,Alan Henderson,2002,29,7,Indiana,Alan Henderson Indiana,Alan Henderson indiana
182,4.5,1.5,17.8,0.422,12.4,1.2,0.006,15.2,0.508,13.6,13.8,-2.9,1494,-0.3,Alan Henderson,2003,30,8,Indiana,Alan Henderson Indiana,Alan Henderson indiana
183,5.2,2.2,16.5,0.286,18.5,0.8,0,17.5,0.508,11.3,17.8,1,68,0.1,Alan Henderson,2004,31,9,Indiana,Alan Henderson Indiana,Alan Henderson indiana
184,2.6,2.3,16.8,0.345,15.6,1.2,0.009,16.2,0.539,16.2,11.3,-1.4,1203,0.2,Alan Henderson,2005,32,10,Indiana,Alan Henderson Indiana,Alan Henderson indiana
185,2.9,1.7,17.3,0.538,13.3,0.9,0,15.3,0.564,16.3,11.7,-2.1,531,0,Alan Henderson,2006,33,11,Indiana,Alan Henderson Indiana,Alan Henderson indiana
186,3.8,2.2,16.9,0.701,13.8,1.1,0,15.4,0.679,12,11,-0.6,418,0.1,Alan Henderson,2007,34,12,Indiana,Alan Henderson Indiana,Alan Henderson indiana
187,1,6.3,14.8,0.182,6.3,1.1,0.036,10.5,0.455,11.9,10.5,-5.2,261,-0.2,Alan Ogg,1991,23,1,UAB ,Alan Ogg UAB ,Alan Ogg alabama-birmingham
188,2.7,4.6,13.6,0.357,9,0.7,0,11.3,0.556,16.4,13.3,-5,367,-0.3,Alan Ogg,1992,24,2,UAB ,Alan Ogg UAB ,Alan Ogg alabama-birmingham
189,19.44,6.75,27.81,0.2498,11.32,1.71,0,19.47,0.4157,20.97,26,-1.83,29,0,Alan Ogg,1993,25,3,UAB ,Alan Ogg UAB ,Alan Ogg alabama-birmingham
190,0,1.4,8.7,0.273,10.2,0,0.182,9.4,0.446,0,23,-7.2,48,-0.1,Alando Tucker,2008,23,1,Wisconsin,Alando Tucker Wisconsin,Alando Tucker wisconsin
191,6.4,0.3,4.8,0.273,8.2,0.9,0.19,6.4,0.509,9.4,23.3,-4.2,282,-0.2,Alando Tucker,2009,24,2,Wisconsin,Alando Tucker Wisconsin,Alando Tucker wisconsin
192,6.4,0,4.586,0.518,7.36,0,0.17242,5.886,0.52096,9.482,24.43,-4.024,96,0,Alando Tucker,2010,25,3,Wisconsin,Alando Tucker Wisconsin,Alando Tucker wisconsin
193,9.5,0.4,9.3,0.401,6.9,1.5,0.126,8.1,0.506,10.8,22.5,-2,939,0,Alec Burks,2012,20,1,Colorado,Alec Burks Colorado,Alec Burks colorado
194,13,0.9,11.2,0.332,3.8,1.6,0.237,7.5,0.507,14.3,20.7,-2.6,1137,-0.2,Alec Burks,2013,21,2,Colorado,Alec Burks Colorado,Alec Burks colorado
195,16.9,0.5,10.7,0.449,3,1.7,0.172,6.8,0.547,13,23.9,-0.8,2193,0.7,Alec Burks,2014,22,3,Colorado,Alec Burks Colorado,Alec Burks colorado
196,15.2,0.4,12.1,0.43,2.5,1,0.227,7.3,0.524,12.7,20.8,-1.7,899,0.1,Alec Burks,2015,23,4,Colorado,Alec Burks Colorado,Alec Burks colorado
197,13.9,0.4,13.6,0.422,2.4,1.2,0.237,8,0.52,11.4,25.9,-0.4,797,0.3,Alec Burks,2016,24,5,Colorado,Alec Burks Colorado,Alec Burks colorado
198,7.5,0.6,17.7,0.315,3.1,1.4,0.306,10.6,0.501,11,22.7,-2.3,653,0,Alec Burks,2017,25,6,Colorado,Alec Burks Colorado,Alec Burks colorado
199,10,0.6,18.4,0.3,2.1,1.8,0.343,10.3,0.527,11.4,22.5,-0.9,1059,0.3,Alec Burks,2018,26,7,Colorado,Alec Burks Colorado,Alec Burks colorado
200,13.745,1.297,16.964,0.29358,2.292,1.404,0.3509,9.407,0.52102,11.034,19.037,-1.213,1375,0.6,Alec Burks,2019,27,8,Colorado,Alec Burks Colorado,Alec Burks colorado
201,3.7,1.3,20,0.28,10,0.7,0.009,14.9,0.462,17,20.5,-7.5,1259,-1.7,Alec Kessler,1991,24,1,Georgia,Alec Kessler Georgia,Alec Kessler georgia
202,4.1,1.6,18.9,0.3,10.5,0.7,0,14.6,0.473,11.8,17.2,-5.4,1197,-1,Alec Kessler,1992,25,2,Georgia,Alec Kessler Georgia,Alec Kessler georgia
203,5.2,1.9,18.6,0.385,6.8,0.5,0.09,12.6,0.543,12.8,17.1,-2.6,415,-0.1,Alec Kessler,1993,26,3,Georgia,Alec Kessler Georgia,Alec Kessler georgia
204,4.7,1,10.3,0.32,6.9,0.8,0.36,8.6,0.579,14.9,21.9,-3.1,66,0,Alec Kessler,1994,27,4,Georgia,Alec Kessler Georgia,Alec Kessler georgia
205,7.9,0.7,14,0.135,3.7,0.4,0.784,8.8,0.523,4.9,15.5,-2.8,225,0,Alec Peters,2018,22,1,Valparaiso,Alec Peters Valparaiso,Alec Peters valparaiso
206,17.9,0,13.7,0,3.4,1.6,0.313,8.5,0.281,20,27.2,-15.3,35,-0.1,Alex Acker,2006,23,1,Pepperdine,Alex Acker Pepperdine,Alex Acker pepperdine
207,10.18,1.47,9.57,0.1289,4.5,1.36,0.2578,6.98,0.4519,8.37,20.11,-3.58,199,-0.2,Alex Acker,2009,26,2,Pepperdine,Alex Acker Pepperdine,Alex Acker pepperdine
208,9.1,1.1,13.7,0.19,10.4,1.8,0.071,12,0.373,9.9,19.8,-5.7,109,-0.1,Alex Blackwell,1993,22,1,Monmouth ,Alex Blackwell Monmouth ,Alex Blackwell monmouth
209,17.8,1.4,9.4,0.259,2.9,2,0.371,6.2,0.519,24.5,12.9,-2.9,562,-0.1,Alex Caruso,2018,23,1,Texas A&M ,Alex Caruso Texas A&M ,Alex Caruso texas-am
210,19.7,1.4,9,0.37,4,2.1,0.289,6.5,0.569,17.3,19,-0.2,531,0.2,Alex Caruso,2019,24,2,Texas A&M ,Alex Caruso Texas A&M ,Alex Caruso texas-am
211,10.1,0,0,0.5,8.3,0,0,4.1,0.41,0,15.7,-6,14,0,Alex Kirk,2015,23,1,New Mexico ,Alex Kirk New Mexico ,Alex Kirk new-mexico
212,1.6,3.8,18.6,0.397,12.1,0.6,0,15.3,0.469,22.1,14.3,-6.6,362,-0.4,Alex Len,2014,20,1,Maryland,Alex Len Maryland,Alex Len maryland
213,3.1,5.3,22.7,0.295,10.2,1.1,0.008,16.4,0.542,15.7,13.7,-1.8,1518,0.1,Alex Len,2015,21,2,Maryland,Alex Len Maryland,Alex Len maryland
214,8.5,2.8,25.4,0.383,10.4,1,0.011,17.7,0.482,16.6,20.4,-4.3,1821,-1,Alex Len,2016,22,3,Maryland,Alex Len Maryland,Alex Len maryland
215,4.2,5.1,25.3,0.449,10.6,1.2,0.026,17.8,0.553,15.5,17.6,-2.3,1560,-0.1,Alex Len,2017,23,4,Maryland,Alex Len Maryland,Alex Len maryland
216,9.1,3.5,26.7,0.611,13.2,0.9,0.008,19.8,0.612,14,17,0.3,1395,0.8,Alex Len,2018,24,5,Maryland,Alex Len Maryland,Alex Len maryland
217,8.6,3.9,18.5,0.333,10.5,0.8,0.315,14.4,0.575,11.5,22.1,-1.2,1544,0.3,Alex Len,2019,25,6,Maryland,Alex Len Maryland,Alex Len maryland
218,5.1,1,12.7,0.185,7.7,0.9,0.352,10.2,0.548,4.9,16.9,-2.9,157,0,Alex Poythress,2017,23,1,Kentucky ,Alex Poythress Kentucky ,Alex Poythress kentucky
219,2.6,0.9,10.8,0,7.7,1.4,0.423,9.2,0.5,7.1,12,-5.1,104,-0.1,Alex Poythress,2018,24,2,Kentucky ,Alex Poythress Kentucky ,Alex Poythress kentucky
220,7.7,2.8,16.6,0.358,9.8,0.6,0.284,13.1,0.571,12.2,14.2,-3.5,305,-0.1,Alex Poythress,2019,25,3,Kentucky ,Alex Poythress Kentucky ,Alex Poythress kentucky
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alex Scales,2006,27,1,Oregon ,Alex Scales Oregon ,Alex Scales oregon
222,4.368,5.96,14.528,0.6434,28.604,0.672,0,21.868,0.36148,0,19.952,-2.432,73,0,Alex Stepheson,2016,28,1,USC ,Alex Stepheson USC ,Alex Stepheson southern-california
223,3.6,3.5,20.8,0.698,7.9,1.7,0,14.4,0.588,17.5,16.1,-3.5,753,-0.3,Alexander Johnson,2007,23,1,Florida State,Alexander Johnson Florida State,Alexander Johnson florida-state
224,4,1.5,13.7,0.664,6.9,1.3,0,10.3,0.554,20.6,17.6,-6.2,549,-0.6,Alexander Johnson,2008,24,2,Florida State,Alexander Johnson Florida State,Alexander Johnson florida-state
225,2.7,1.5,12.4,0.2,2.2,0.9,0.6,7.4,0.643,15.5,16,-3,53,0,Alfonzo McKinnie,2018,25,1,Green Bay ,Alfonzo McKinnie Green Bay ,Alfonzo McKinnie green-bay
226,4,1.3,16.9,0.175,9,0.9,0.429,13.1,0.569,9.2,13.9,-3.5,1003,-0.4,Alfonzo McKinnie,2019,26,2,Green Bay ,Alfonzo McKinnie Green Bay ,Alfonzo McKinnie green-bay
227,2,4.2,25.5,0.5,7.1,0.8,0.125,16.5,0.333,0,13.3,-7.7,64,-0.1,Alize Johnson,2019,22,1,Missouri State,Alize Johnson Missouri State,Alize Johnson missouri-state
228,10.5,0.6,7.5,0.161,1.4,1.1,0.174,4.4,0.465,12.1,23.6,-5.8,1519,-1.5,Allan Houston,1994,22,1,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
229,14.3,0.5,8.1,0.199,1.7,1.6,0.434,4.9,0.589,10.8,23.5,0.7,1996,1.4,Allan Houston,1995,23,2,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
230,15.5,0.4,9.3,0.291,2.2,1.1,0.359,5.9,0.576,14.2,25.4,1,3072,2.3,Allan Houston,1996,24,3,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
231,11.9,0.5,8.5,0.211,2,0.8,0.372,5.4,0.531,12.9,22.2,-1.1,2681,0.6,Allan Houston,1997,25,4,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
232,14.3,0.7,9.8,0.262,1.8,1.2,0.167,5.8,0.53,12.3,26.7,0.6,2848,1.9,Allan Houston,1998,26,5,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
233,15,0.4,8.3,0.277,1.3,1.1,0.199,4.9,0.515,14.1,24.3,-0.7,1815,0.6,Allan Houston,1999,27,6,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
234,13.2,0.3,8.5,0.263,1.5,1.1,0.191,5.1,0.569,11.6,24,1.7,3169,2.9,Allan Houston,2000,28,7,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
235,12,0.3,10.8,0.254,0.9,1,0.209,6,0.543,10.7,25.7,1.1,2858,2.2,Allan Houston,2001,29,8,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
236,12.6,0.3,8.6,0.261,1.5,1,0.266,5,0.54,10.5,25.9,-0.1,2914,1.4,Allan Houston,2002,30,9,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
237,13.2,0.2,7.9,0.27,1,0.9,0.307,4.4,0.563,9.8,27,1,3108,2.4,Allan Houston,2003,31,10,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
238,10.3,0.1,6.4,0.22,1.3,1.1,0.259,3.9,0.539,10.6,24.7,-0.5,1799,0.7,Allan Houston,2004,32,11,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
239,13.4,0.3,4.2,0.21,0.9,0.8,0.39,2.5,0.529,8.6,21,-1.8,532,0,Allan Houston,2005,33,12,Tennessee,Allan Houston Tennessee,Allan Houston tennessee
240,10.5,0.3,8.8,0.212,3,1.5,0.448,5.8,0.512,12.9,20.8,-2.7,710,-0.1,Allan Ray,2007,22,1,Villanova ,Allan Ray Villanova ,Allan Ray villanova
241,8.7,0.7,8.5,0.121,1.1,1,0.424,4.8,0.475,7.9,16.5,-6.1,100,-0.1,Allen Crabbe,2014,21,1,California,Allen Crabbe California,Allen Crabbe california
242,8.1,1.6,10.1,0.105,1.1,1.4,0.556,5.7,0.525,8.6,11.5,-0.8,683,0.2,Allen Crabbe,2015,22,2,California,Allen Crabbe California,Allen Crabbe california
243,7.2,0.6,9.7,0.167,1.4,1.5,0.42,5.6,0.572,8.1,16.4,-1,2105,0.5,Allen Crabbe,2016,23,3,California,Allen Crabbe California,Allen Crabbe california
244,6.1,0.7,10.2,0.192,0.9,1.2,0.467,5.6,0.602,8.1,14.9,-1.3,2254,0.4,Allen Crabbe,2017,24,4,California,Allen Crabbe California,Allen Crabbe california
245,8.4,1.2,14.4,0.163,1.3,1,0.643,7.8,0.558,8.1,19,-0.7,2197,0.7,Allen Crabbe,2018,25,5,California,Allen Crabbe California,Allen Crabbe california
246,5.8,0.9,12.2,0.15,1.5,1,0.694,6.9,0.519,10.4,16.4,-2.8,1133,-0.2,Allen Crabbe,2019,26,6,California,Allen Crabbe California,Allen Crabbe california
247,12.9,0.8,12.2,0.431,2.2,0.9,0.255,7.1,0.564,15.8,21.5,-3.1,1459,-0.4,Allonzo Trier,2019,23,1,Arizona ,Allonzo Trier Arizona ,Allonzo Trier arizona
248,6.4,0.4,11.6,0.492,9.3,2,0.153,10.4,0.564,12.2,20.4,1.6,182,0.2,Alonzo Gee,2010,22,1,Alabama ,Alonzo Gee Alabama ,Alonzo Gee alabama
249,5.434,1.289,12.656,0.34638,6.181,1.787,0.18997,9.374,0.54146,15.369,14.548,-2.493,1118,-0.3,Alonzo Gee,2011,23,2,Alabama ,Alonzo Gee Alabama ,Alonzo Gee alabama
250,10.6,0.7,14.3,0.385,6.1,2.4,0.249,10,0.516,15,18.7,-1.4,1827,0.3,Alonzo Gee,2012,24,3,Alabama ,Alonzo Gee Alabama ,Alonzo Gee alabama
251,8.2,0.9,11.7,0.276,3.3,2.2,0.294,7.3,0.505,13.7,16.9,-2.6,2541,-0.4,Alonzo Gee,2013,25,4,Alabama ,Alonzo Gee Alabama ,Alonzo Gee alabama
252,6.9,1.2,12.8,0.258,3.8,2,0.246,8.2,0.491,14.3,13.4,-3.1,1020,-0.3,Alonzo Gee,2014,26,5,Alabama ,Alonzo Gee Alabama ,Alonzo Gee alabama
253,5.769,0.808,9.483,0.42133,5.877,2.631,0.18627,7.653,0.55008,13.031,16.652,-0.582,662,0.6,Alonzo Gee,2015,27,6,Alabama ,Alonzo Gee Alabama ,Alonzo Gee alabama
254,6.2,0.7,13,0.259,3.9,1.9,0.235,8.3,0.572,16.2,9.2,-2.6,1632,-0.2,Alonzo Gee,2016,28,7,Alabama ,Alonzo Gee Alabama ,Alonzo Gee alabama
255,8.2,0.9,13.5,0.643,5,2.7,0.214,9.3,0.306,18.2,10.5,-6.7,89,-0.1,Alonzo Gee,2017,29,8,Alabama ,Alonzo Gee Alabama ,Alonzo Gee alabama
256,15.3,0,0,0.154,0,6.3,0.077,0,0.576,6.7,39.9,7.3,16,0,Alphonso Ford,1994,22,1,Mississippi Valley State,Alphonso Ford Mississippi Valley State,Alphonso Ford mississippi-valley-state
257,14.1,0,14.4,0.051,9.4,0.5,0.231,11.9,0.238,16.7,21.8,-11,98,-0.2,Alphonso Ford,1995,23,2,Mississippi Valley State,Alphonso Ford Mississippi Valley State,Alphonso Ford mississippi-valley-state
258,2.4,1.1,19,0.483,7.9,0.7,0,13.4,0.573,18.3,17.3,-6.4,452,-0.5,Alton Ford,2002,20,1,Houston,Alton Ford Houston,Alton Ford houston
259,4.9,0,22.1,0.333,0,0,0,10.9,0.339,16.2,17.8,-14.7,31,-0.1,Alton Ford,2003,21,2,Houston,Alton Ford Houston,Alton Ford houston
260,13.5,1.9,21.9,0.545,9.1,0,0,15.8,0.55,18,19.4,-0.7,41,0,Alton Ford,2004,22,3,Houston,Alton Ford Houston,Alton Ford houston
261,3.7,5.4,20.5,1,11.8,1.3,0,16.2,0.451,27.6,14.5,-8.7,126,-0.2,Alvin Jones,2002,23,1,Georgia Tech,Alvin Jones Georgia Tech,Alvin Jones georgia-tech
262,34.2,0,4.7,0.5,13.7,4.3,0.1,9.3,0.451,33,33.6,-4,25,0,Alvin Sims,1999,24,1,Louisville ,Alvin Sims Louisville ,Alvin Sims louisville
263,15.715,0.219,6.003,0.31642,2.681,1.919,0.0991,4.323,0.50019,15.234,15.969,-2.56,1071,-0.4,Alvin Williams,1998,23,1,Villanova,Alvin Williams Villanova,Alvin Williams villanova
264,20.7,0.9,7,0.219,2.1,2.6,0.177,4.5,0.477,17.7,13.6,-2.2,1051,-0.1,Alvin Williams,1999,24,2,Villanova,Alvin Williams Villanova,Alvin Williams villanova
265,26.6,1,8.6,0.226,3.8,2.3,0.192,6.1,0.463,13,20.6,-1.1,779,0.2,Alvin Williams,2000,25,3,Villanova,Alvin Williams Villanova,Alvin Williams villanova
266,27.2,0.8,7.8,0.189,2.3,2.7,0.141,5,0.483,11,17.4,0.8,2394,1.7,Alvin Williams,2001,26,4,Villanova,Alvin Williams Villanova,Alvin Williams villanova
267,26.6,0.7,9,0.144,2.2,2.5,0.199,5.5,0.47,12.7,18.4,0.3,2927,1.7,Alvin Williams,2002,27,5,Villanova,Alvin Williams Villanova,Alvin Williams villanova
268,27.7,0.6,8.6,0.264,2.3,2.2,0.161,5.3,0.508,11.2,19.7,0.4,2638,1.6,Alvin Williams,2003,28,6,Villanova,Alvin Williams Villanova,Alvin Williams villanova
269,23.6,0.4,8.8,0.171,1.2,1.8,0.179,5,0.463,12.8,17.1,-1.9,1730,0,Alvin Williams,2004,29,7,Villanova,Alvin Williams Villanova,Alvin Williams villanova
270,0,0,38.3,0.667,0,0,0.667,18.3,0.129,0,17.9,-15.1,10,0,Alvin Williams,2006,31,8,Villanova,Alvin Williams Villanova,Alvin Williams villanova
271,41.1,0,0,2,12.1,10.6,0.5,6,0.266,44.4,31.2,-4.7,10,0,Alvin Williams,2007,32,9,Villanova,Alvin Williams Villanova,Alvin Williams villanova
272,10.3,3.6,19.9,0.375,4.2,1.5,0.063,11.8,0.376,22.8,20.4,-5.6,109,-0.1,Amal McCaskill,1997,23,1,Marquette,Amal McCaskill Marquette,Amal McCaskill marquette
273,4.3,4.6,14.5,0.531,12.4,2.1,0,13.5,0.43,18.8,22.6,-6.9,153,-0.2,Amal McCaskill,2002,28,2,Marquette,Amal McCaskill Marquette,Amal McCaskill marquette
274,10.8,1,23.5,0.235,11.9,2.3,0,17.9,0.293,9.6,13.6,-5.3,70,-0.1,Amal McCaskill,2003,29,3,Marquette,Amal McCaskill Marquette,Amal McCaskill marquette
275,5.2,2.5,15.6,0.231,9,1,0.009,12.3,0.438,16.2,11.4,-4,636,-0.3,Amal McCaskill,2004,30,4,Marquette,Amal McCaskill Marquette,Amal McCaskill marquette
276,6.4,3.7,24,0.5,9.3,2.2,0,16.5,0.692,4.9,13.1,2.5,68,0.1,Amile Jefferson,2019,25,1,Duke ,Amile Jefferson Duke ,Amile Jefferson duke
277,13.4,3.7,3.1,0.4,9,0,0.3,6.1,0.85,25.4,19.2,0.4,39,0,Amir Johnson,2006,18,1,none,Amir Johnson none,Amir Johnson radford
278,4.1,8.1,21.1,0.424,14.4,2.2,0.091,17.7,0.6,18.7,18.5,0.2,124,0.1,Amir Johnson,2007,19,2,none,Amir Johnson none,Amir Johnson radford
279,5.9,8.5,23.2,0.333,13.5,1.7,0,18.4,0.584,17.1,14.1,1.3,764,0.6,Amir Johnson,2008,20,3,none,Amir Johnson none,Amir Johnson radford
280,3.4,5.1,17.2,0.215,13.1,1.2,0,15.1,0.608,15.6,11.1,-1.4,911,0.1,Amir Johnson,2009,21,4,none,Amir Johnson none,Amir Johnson radford
281,5,3.5,19.1,0.446,12.9,1.6,0.012,16.1,0.639,13.6,14.5,-0.6,1453,0.5,Amir Johnson,2010,22,5,none,Amir Johnson none,Amir Johnson radford
282,6.8,3.6,17.8,0.323,11.8,1.5,0.002,14.7,0.608,10.9,15.3,0.3,1853,1.1,Amir Johnson,2011,23,6,none,Amir Johnson none,Amir Johnson radford
283,8.7,3.6,19.4,0.247,11.4,1.1,0.015,15.4,0.6,20,14.3,-0.5,1553,0.6,Amir Johnson,2012,24,7,none,Amir Johnson none,Amir Johnson radford
284,8.7,3.8,20,0.309,11.4,1.9,0.021,15.6,0.591,14.5,16.1,1,2325,1.8,Amir Johnson,2013,25,8,none,Amir Johnson none,Amir Johnson radford
285,8.7,3.2,17.6,0.234,9,1.3,0.108,13.3,0.592,15.4,16.4,0.7,2214,1.5,Amir Johnson,2014,26,9,none,Amir Johnson none,Amir Johnson radford
286,9.4,2.4,17.3,0.249,9.3,1.1,0.089,13.3,0.603,16,15.7,-0.1,1979,0.9,Amir Johnson,2015,27,10,none,Amir Johnson none,Amir Johnson radford
287,11.4,3.6,19.6,0.284,10.3,1.4,0.101,14.9,0.602,16.4,13.6,1.2,1800,1.4,Amir Johnson,2016,28,11,none,Amir Johnson none,Amir Johnson radford
288,13,3.2,17,0.27,8.3,1.6,0.178,12.7,0.628,15.7,13.6,0.6,1608,1.1,Amir Johnson,2017,29,12,none,Amir Johnson none,Amir Johnson radford
289,13.9,3.1,18.3,0.327,11.8,1.8,0.123,15.2,0.575,15.6,12.8,1,1171,0.9,Amir Johnson,2018,30,13,none,Amir Johnson none,Amir Johnson radford
290,16,1.9,19.5,0.261,9.7,1.4,0.255,14.7,0.574,20.5,17.4,-2.3,529,0,Amir Johnson,2019,31,14,none,Amir Johnson none,Amir Johnson radford
291,8.6,1.9,14.9,0.371,11,3.5,0.052,12.8,0.505,16.3,20.9,-1.9,284,0,Andrae Patterson,1999,23,1,Indiana,Andrae Patterson Indiana,Andrae Patterson indiana
292,7.6,0,5.9,0,5.8,2.6,0,5.8,0.75,20,11.3,-1.9,20,0,Andrae Patterson,2000,24,2,Indiana,Andrae Patterson Indiana,Andrae Patterson indiana
293,22.32,0.14,6.745,0.15165,2.635,2.085,0.44395,4.725,0.43175,17.13,15.045,-2.73,483,-0.2,Andre Barrett,2005,22,1,Seton Hall ,Andre Barrett Seton Hall ,Andre Barrett seton-hall
294,29.668,0,7.045,0.11652,3.726,1.86,0.13463,5.389,0.39685,12.095,20.365,-3.667,282,-0.2,Andre Barrett,2006,23,2,Seton Hall ,Andre Barrett Seton Hall ,Andre Barrett seton-hall
295,38.2,0,15.6,0,4,0,0,9.8,0.5,33.3,18.4,-5.3,29,0,Andre Barrett,2007,24,3,Seton Hall ,Andre Barrett Seton Hall ,Andre Barrett seton-hall
296,44.3,0,4.7,0.4,0,0,0.6,2.3,0.51,14.5,12.7,-0.2,25,0,Andre Barrett,2008,25,4,Seton Hall ,Andre Barrett Seton Hall ,Andre Barrett seton-hall
297,1.2,1.1,21.4,0.203,11.4,1.2,0.014,16.4,0.577,26.5,18.4,-5.2,271,-0.2,Andre Brown,2007,25,1,DePaul ,Andre Brown DePaul ,Andre Brown depaul
298,4.4,1,21.8,0.628,14.4,1.2,0,18,0.502,12.3,17.7,-4.7,286,-0.2,Andre Brown,2008,26,2,DePaul ,Andre Brown DePaul ,Andre Brown depaul
299,3.5,0,15,0.286,21.3,1.3,0,18.1,0.254,38.8,14.8,-14.2,41,-0.1,Andre Brown,2009,27,3,DePaul ,Andre Brown DePaul ,Andre Brown depaul
300,6.6,0,10.7,0,0,0,1,5.5,0.25,14.3,15,-12.8,22,-0.1,Andre Dawkins,2015,23,1,Duke ,Andre Dawkins Duke ,Andre Dawkins duke
